-49.526696,4.397861,0.188177,1.213629,0.323536,0.384204,0.052573,0.220425,0.072132,0.174641,0.058850,-0.110671,0.069538,1.748433,0.895637,0.567960,0.616731,0.554223,0.490731,0.479141,0.452461,0.441150,0.422913,0.431088,0.403555,0.366898,3.856230,1.045049,0.672738,0.583726,0.610130,0.465114,0.488003,0.538599,0.322330,0.374828,0.310946,0.287917,0.414123,1.003840,0.469224,0.177614,0.243461,0.206550,0.158674,0.128433,0.122649,0.132699,0.102177,0.125005,0.099994,0.073154,0,1
-48.942566,5.506380,-0.200945,1.364663,0.738331,0.661170,0.199910,-0.012480,-0.151845,0.126397,0.043988,0.118515,-0.051033,1.571046,0.842545,0.520465,0.506225,0.506632,0.472340,0.469202,0.498450,0.409714,0.400781,0.409443,0.369785,0.384935,2.840332,1.104644,0.663614,0.649367,0.544973,0.463195,0.333728,0.478432,0.248056,0.296223,0.291658,0.204223,0.287291,0.976805,0.401981,0.152013,0.144420,0.147881,0.123589,0.124953,0.153918,0.092351,0.098262,0.108950,0.098415,0.080510,0,1
-50.339565,4.546169,-0.274382,1.321958,0.083582,0.222591,0.037757,0.078821,-0.170974,0.053772,0.185869,0.139647,0.069125,4.418824,1.058319,0.717493,0.682334,0.613700,0.456414,0.467773,0.439558,0.443279,0.415211,0.407186,0.369501,0.361572,3.433707,1.133614,0.786584,0.566354,0.763833,0.455890,0.327979,0.293476,0.303511,0.266329,0.270596,0.311282,0.260627,1.617682,0.486744,0.286637,0.230976,0.253903,0.105051,0.159475,0.107758,0.105122,0.106632,0.093677,0.090962,0.092633,0,1
-52.647427,5.838561,0.342983,0.822647,0.633514,0.866852,0.445983,-0.021778,0.107283,0.189089,0.157870,0.012693,0.156248,3.094925,1.362291,0.636181,0.595388,0.667598,0.550912,0.506528,0.506729,0.445252,0.428022,0.443604,0.428247,0.389862,3.385893,1.045426,0.522002,0.431715,0.547683,0.486451,0.407291,0.419914,0.336099,0.306661,0.353545,0.208337,0.313486,1.202556,0.408590,0.176587,0.161491,0.227324,0.160935,0.170062,0.140996,0.098761,0.108085,0.116811,0.115428,0.095664,0,1
-50.724024,5.391800,1.222160,1.579107,1.118203,0.802484,0.351263,0.346451,-0.191243,0.353692,0.237134,0.141307,0.076962,2.000882,1.098729,0.654892,0.578790,0.517069,0.432418,0.432312,0.481198,0.424709,0.424705,0.371408,0.364803,0.356603,2.436426,1.059594,0.806521,0.545923,0.536265,0.323932,0.389014,0.467098,0.400202,0.334163,0.268207,0.198423,0.208361,1.102720,0.629719,0.274847,0.225761,0.150652,0.101818,0.115600,0.137643,0.109336,0.119201,0.077709,0.066256,0.069599,0,1
-45.805670,6.286103,-1.790986,1.184491,0.346409,-0.237845,0.091399,-0.042777,-0.353781,0.010404,-0.044922,0.334557,-0.015857,1.050657,0.844317,0.625444,0.457658,0.386000,0.404405,0.409427,0.387575,0.383814,0.364709,0.373181,0.373634,0.357657,1.856793,1.077161,0.640645,0.341827,0.418946,0.417661,0.327390,0.497314,0.238494,0.230919,0.236953,0.204184,0.190733,0.819342,0.391642,0.235676,0.118430,0.087225,0.083129,0.105982,0.088952,0.082118,0.078043,0.075075,0.087857,0.085901,0,1
-47.349168,5.609917,-0.716475,1.759174,-0.476381,0.278861,0.386954,0.480686,-0.077989,0.264540,-0.141445,-0.246435,0.308603,2.143639,1.083058,0.743630,0.684464,0.594609,0.552410,0.518151,0.445136,0.448806,0.430857,0.431406,0.416463,0.397328,2.321968,1.089887,0.800303,0.807817,0.692810,0.512788,0.553933,0.354996,0.329506,0.410074,0.304500,0.427946,0.306821,1.195189,0.512675,0.313756,0.260974,0.273365,0.202399,0.146398,0.113958,0.124633,0.129060,0.120315,0.134557,0.105381,0,1
-50.771397,6.783359,0.160865,1.585996,0.614437,0.476147,0.381270,0.116138,0.118002,0.109138,0.024020,0.119024,0.115101,1.833809,0.823824,0.570935,0.578768,0.555236,0.425857,0.448375,0.486083,0.393911,0.394061,0.386277,0.419025,0.380642,2.359460,0.819706,0.731632,0.635381,0.575998,0.309486,0.301664,0.500938,0.325184,0.387411,0.263759,0.313995,0.253646,0.834829,0.348941,0.210441,0.206917,0.215585,0.125676,0.127168,0.161696,0.088583,0.110213,0.096253,0.128993,0.081667,0,1
-43.616327,5.496132,-1.096136,0.064948,0.404460,0.278499,-0.221529,-0.211694,-0.139220,0.004741,-0.101066,0.043644,0.270230,0.794126,0.583761,0.464949,0.511630,0.430856,0.410920,0.415313,0.414046,0.404144,0.415039,0.377203,0.356155,0.382533,0.959622,0.563869,0.366686,0.357376,0.342886,0.191674,0.373895,0.315273,0.202127,0.288179,0.261832,0.173298,0.275124,0.312089,0.180371,0.100818,0.109828,0.094056,0.085604,0.077991,0.088545,0.065042,0.091950,0.074598,0.059637,0.075986,0,1
-53.160724,7.623580,0.052157,0.574794,0.546024,0.780675,0.385048,0.273032,-0.130604,0.076845,-0.117307,0.272058,0.479724,2.524804,1.513042,0.766453,0.522801,0.466218,0.417223,0.419307,0.402787,0.402511,0.396424,0.385790,0.387441,0.413295,2.713038,0.852830,0.738221,0.534979,0.345931,0.357926,0.348357,0.240909,0.295817,0.314508,0.403873,0.340444,0.319344,1.334699,0.409187,0.209423,0.122740,0.115384,0.098151,0.103831,0.093098,0.077643,0.081751,0.090410,0.093015,0.103282,0,1
-49.534257,4.943385,0.755572,1.350909,0.183770,0.098563,0.367111,0.830751,0.273804,0.166947,0.326335,0.209699,0.136459,2.148034,1.033560,0.792763,0.594446,0.560293,0.520413,0.488033,0.463085,0.445224,0.417052,0.395037,0.362778,0.374784,2.055358,0.750571,0.567653,0.435811,0.467619,0.329529,0.346449,0.307939,0.272450,0.234405,0.230746,0.180022,0.241458,0.954429,0.377718,0.287836,0.229411,0.185885,0.133910,0.148472,0.122176,0.135896,0.096297,0.112999,0.086078,0.096503,0,1
-52.924885,5.251305,1.010429,1.858104,0.444261,0.577247,0.710428,0.688342,0.470257,0.327538,0.231764,0.147087,-0.065805,2.132318,1.102418,0.900741,0.671799,0.580085,0.502913,0.524679,0.462552,0.479353,0.429753,0.434242,0.406950,0.436927,2.160942,0.873616,0.890172,0.688122,0.380535,0.346869,0.372517,0.273225,0.300218,0.257010,0.311926,0.306340,0.433574,0.902205,0.442458,0.408930,0.265946,0.177003,0.147117,0.171040,0.109997,0.140734,0.092320,0.126267,0.112385,0.122641,0,1
-55.384881,4.556880,0.536738,1.695979,0.701690,0.533041,0.619971,0.707425,0.306669,0.242236,0.115739,0.399672,0.248223,3.737386,1.571507,0.823168,0.732504,0.665167,0.568081,0.580815,0.525512,0.485330,0.456033,0.449438,0.424983,0.390016,2.110765,1.013302,0.591944,0.405362,0.348523,0.354199,0.381553,0.314520,0.239079,0.254402,0.230023,0.241270,0.189964,1.095307,0.486788,0.273175,0.274061,0.211408,0.156782,0.160274,0.136071,0.122532,0.100455,0.109092,0.102508,0.093248,0,1
-55.840138,4.345663,3.013626,1.868641,0.564830,0.502224,0.212404,0.756361,0.354867,0.189283,0.146338,0.217971,0.034368,2.386808,1.259650,1.064741,0.767136,0.602817,0.547672,0.534782,0.473875,0.450583,0.402492,0.424754,0.372843,0.402647,2.670019,1.085774,0.754872,0.596845,0.369060,0.369305,0.412978,0.362602,0.314155,0.250874,0.270221,0.239328,0.329040,1.004150,0.427532,0.327155,0.253639,0.177502,0.137726,0.157637,0.130091,0.106769,0.101915,0.123339,0.085291,0.111682,0,1
-58.415195,4.369624,0.864690,1.753441,0.173856,0.467735,0.349856,0.654201,-0.089853,0.156777,0.077111,0.044637,0.076575,3.913750,1.570730,1.122294,0.944743,0.740330,0.648763,0.633685,0.548399,0.557606,0.490351,0.502540,0.484354,0.435616,5.818007,1.307728,0.828651,0.721072,0.538641,0.440258,0.463881,0.407448,0.375766,0.323881,0.372367,0.316393,0.348669,1.781038,0.581480,0.367914,0.277156,0.263414,0.190194,0.211609,0.159754,0.144042,0.111351,0.118658,0.134978,0.121103,0,1
